School Year,Division Number,Division Name,School Number,School Name,Total Count
2020-2021,75,Prince William County ,945,Pennington Elementary,              49
2020-2021,75,Prince William County ,110,Piney Branch Elementary,             100
2020-2021,75,Prince William County ,140,Potomac High,             313
2020-2021,75,Prince William County ,170,Potomac Middle,             195
2020-2021,75,Prince William County ,550,Potomac View Elementary,              47
2020-2021,75,Prince William County ,440,R. Dean Kilby Elementary,              92
2020-2021,75,Prince William County ,591,Rippon Middle,             171
2020-2021,75,Prince William County ,750,River Oaks Elementary,              56
2020-2021,75,Prince William County ,40,Rockledge Elementary,              67
2020-2021,75,Prince William County ,310,Ronald Wilson Reagan Middle,             143
2020-2021,75,Prince William County ,941,Rosa Parks Elementary,              84
2020-2021,75,Prince William County ,360,Samuel L. Gravely Jr. Elementary,              96
2020-2021,75,Prince William County ,730,Sharon C. McAuliffe Elementary,              77
2020-2021,75,Prince William County ,500,Signal Hill Elementary,             121
2020-2021,75,Prince William County ,850,Sonnie Penn Elementary,             104
2020-2021,75,Prince William County ,320,Springwoods Elementary,              83
2020-2021,75,Prince William County ,780,Stuart M. Beville Middle,             149
2020-2021,75,Prince William County ,20,Sudley Elementary,              82
2020-2021,75,Prince William County ,270,Suella G. Ellis Elementary,              49
2020-2021,75,Prince William County ,890,Swans Creek Elementary,              71
2020-2021,75,Prince William County ,470,T. Clay Wood Elementary,             102
2020-2021,75,Prince William County ,150,The Nokesville School,             132
2020-2021,75,Prince William County ,1371,Thomas Jefferson High for Science and Technology,<
2020-2021,75,Prince William County ,790,Thurgood Marshall Elementary,              63
2020-2021,75,Prince William County ,430,Triangle Elementary,              93
2020-2021,75,Prince William County ,480,Unity Braxton Middle ,             172
2020-2021,75,Prince William County ,680,Unity Reed High,             387
2020-2021,75,Prince William County ,390,Victory Elementary,             111
2020-2021,75,Prince William County ,540,West Gate Elementary,             117
2020-2021,75,Prince William County ,740,Westridge Elementary,              58
2020-2021,75,Prince William County ,190,Woodbine Pre-School Center,              90
2020-2021,75,Prince William County ,60,Woodbridge High,             328
2020-2021,75,Prince William County ,560,Woodbridge Middle,             148
2020-2021,75,Prince William County ,350,Yorkshire Elementary,              82
2020-2021,77,Pulaski County ,20,Critzer Elementary,              61
2020-2021,77,Pulaski County ,540,Dublin Elementary,              65
2020-2021,77,Pulaski County ,560,Pulaski County Middle School,             143
2020-2021,77,Pulaski County ,10,Pulaski County Senior High,             191
2020-2021,77,Pulaski County ,230,Pulaski Elementary ,              85
2020-2021,77,Pulaski County ,500,Riverlawn Elementary,              54
2020-2021,77,Pulaski County ,430,Snowville Elementary,              25
2020-2021,122,Radford City ,10,Belle Heth Elementary,              62
2020-2021,122,Radford City ,42,John N. Dalton Intermediate,              36
2020-2021,122,Radford City ,20,McHarg Elementary,              65
2020-2021,122,Radford City ,41,Radford High,              63
2020-2021,78,Rappahannock County ,240,Rappahannock County Elementary,              65
2020-2021,78,Rappahannock County ,230,Rappahannock County High,              43
2020-2021,123,Richmond City ,30,Albert Hill Middle,              90
2020-2021,123,Richmond City ,750,Amelia Street Special Education,              29
2020-2021,123,Richmond City ,850,Armstrong High ,             243
2020-2021,123,Richmond City ,390,Barack Obama Elementary,              29
2020-2021,123,Richmond City ,100,Bellevue Elementary,              28
2020-2021,123,Richmond City ,50,Binford Middle,              75
2020-2021,123,Richmond City ,170,Blackwell Elementary,              50
2020-2021,123,Richmond City ,1100,Broad Rock Elementary,              68
2020-2021,123,Richmond City ,1440,Cardinal Elementary,              49
2020-2021,123,Richmond City ,830,Chimborazo Elementary,              53
2020-2021,123,Richmond City ,1400,Elizabeth D. Redd Elementary,              36
2020-2021,123,Richmond City ,710,Fairfield Court Elementary,              35
2020-2021,123,Richmond City ,621,Franklin Military Academy,              10
2020-2021,123,Richmond City ,1470,G.H. Reid Elementary,              52
2020-2021,123,Richmond City ,311,George W. Carver Elementary,              45
2020-2021,123,Richmond City ,741,George Wythe High,             204
2020-2021,123,Richmond City ,230,Ginter Park Elementary,              49
2020-2021,123,Richmond City ,470,Henderson Middle,              88
2020-2021,123,Richmond City ,290,Henry Marsh III Elementary,             280
2020-2021,123,Richmond City ,1510,Huguenot High,             170
2020-2021,123,Richmond City ,1640,J.B. Fisher Elementary,              42
2020-2021,123,Richmond City ,1710,J.L. Francis Elementary,              53
2020-2021,123,Richmond City ,600,John B. Cary Elementary,              30
2020-2021,123,Richmond City ,730,John Marshall High,             134
2020-2021,123,Richmond City ,9020,Lewis and Clark Elementary,<
2020-2021,123,Richmond City ,3106,Linwood Holton Elementary,              72
2020-2021,123,Richmond City ,3105,Lucille M. Brown Middle,              99
2020-2021,123,Richmond City ,771,Martin Luther King Jr. Early Learning Center,<
2020-2021,123,Richmond City ,770,Martin Luther King Jr. Middle ,             138
2020-2021,123,Richmond City ,580,Mary Munford Elementary,              49
2020-2021,123,Richmond City ,690,Maymont Pre-K Center,              73
2020-2021,123,Richmond City ,3107,Miles Jones Elementary,              91
2020-2021,123,Richmond City ,330,Oak Grove/Bellemeade Elementary,              79
2020-2021,123,Richmond City ,90,Open High,<
2020-2021,123,Richmond City ,130,Overby-Sheppard Elementary,              47
2020-2021,123,Richmond City ,508,Parkside Elementary,<
2020-2021,123,Richmond City ,3119,Patrick Henry School Of Science And Arts,              30
2020-2021,123,Richmond City ,3110,Richmond Alternative School,             233
2020-2021,123,Richmond City ,3200,Richmond Career Education and Employment (Charter School),              26
2020-2021,123,Richmond City ,452,Richmond Community High,<
2020-2021,123,Richmond City ,1631,River City Middle,             215
2020-2021,123,Richmond City ,1480,Southampton Elementary,              56
2020-2021,123,Richmond City ,511,Summer Hill Preschool Center,              10
2020-2021,123,Richmond City ,210,Swansboro Elementary,              20
2020-2021,123,Richmond City ,480,Thomas C. Boushall Middle,              91
2020-2021,123,Richmond City ,20,Thomas Jefferson High,             155
2020-2021,123,Richmond City ,660,Westover Hills Elementary,              46
2020-2021,123,Richmond City ,200,William Fox Elementary,              48
2020-2021,123,Richmond City ,650,Woodville Elementary,              40
2020-2021,79,Richmond County ,210,Rappahannock High,              59
2020-2021,79,Richmond County ,20,Richmond County Elementary,             105
2020-2021,124,Roanoke City ,280,Addison Aerospace Magnet Middle,             145
2020-2021,124,Roanoke City ,210,Breckinridge Middle,             104
2020-2021,124,Roanoke City ,20,Crystal Spring Elementary,              53
2020-2021,124,Roanoke City ,410,Fairview Elementary,              80
2020-2021,124,Roanoke City ,50,Fallon Park Elementary,             104
2020-2021,124,Roanoke City ,380,Fishburn Park Elementary,              59
2020-2021,124,Roanoke City ,300,Garden City Elementary,              85
2020-2021,124,Roanoke City ,310,Grandin Court Elementary,              35
2020-2021,124,Roanoke City ,110,Highland Park Elementary,              43
2020-2021,124,Roanoke City ,420,Hurt Park Elementary,              55
2020-2021,124,Roanoke City ,450,James Madison Middle,             103
2020-2021,124,Roanoke City ,230,John P. Fishwick Middle,              73
2020-2021,124,Roanoke City ,340,Lincoln Terrace Elementary,              57
2020-2021,124,Roanoke City ,370,Monterey Elementary,              52
2020-2021,124,Roanoke City ,60,Morningside Elementary,              48
2020-2021,124,Roanoke City ,390,Patrick Henry High,             329
2020-2021,124,Roanoke City ,240,Preston Park Elementary,              67
2020-2021,124,Roanoke City ,220,Roanoke Academy For Mathematics & Science Elementary,             120
2020-2021,124,Roanoke City ,320,Round Hill Elementary,              80
2020-2021,124,Roanoke City ,70,Virginia Heights Elementary,              37
2020-2021,124,Roanoke City ,90,Wasena Elementary,              31
2020-2021,124,Roanoke City ,350,Westside Elementary,             130
2020-2021,124,Roanoke City ,400,William Fleming High,             253
2020-2021,124,Roanoke City ,150,Woodrow Wilson Middle,             121
2020-2021,80,Roanoke County ,420,Back Creek Elementary,              61
2020-2021,80,Roanoke County ,752,Bonsack Elementary,              56
2020-2021,80,Roanoke County ,180,Burlington Elementary,              73
2020-2021,80,Roanoke County ,560,Cave Spring Elementary,              79
2020-2021,80,Roanoke County ,470,Cave Spring High,             124
2020-2021,80,Roanoke County ,620,Cave Spring Middle,             118
2020-2021,80,Roanoke County ,330,Clearbrook Elementary,              49
2020-2021,80,Roanoke County ,40,Fort Lewis Elementary,              53
2020-2021,80,Roanoke County ,650,Glen Cove Elementary,              65
2020-2021,80,Roanoke County ,490,Glenvar Elementary,              68
2020-2021,80,Roanoke County ,610,Glenvar High,              99
2020-2021,80,Roanoke County ,751,Glenvar Middle,              91
2020-2021,80,Roanoke County ,600,Green Valley Elementary,              85
2020-2021,80,Roanoke County ,540,Herman L. Horn Elementary,              87
2020-2021,80,Roanoke County ,754,Hidden Valley High,              90
2020-2021,80,Roanoke County ,10,Hidden Valley Middle,              77
2020-2021,80,Roanoke County ,530,Mason's Cove Elementary,              76
2020-2021,80,Roanoke County ,290,Mount Pleasant Elementary,              51
2020-2021,80,Roanoke County ,500,Mountain View Elementary,              54
2020-2021,80,Roanoke County ,520,Northside High,             146
2020-2021,80,Roanoke County ,640,Northside Middle,             118
2020-2021,80,Roanoke County ,480,Oak Grove Elementary,              63
2020-2021,80,Roanoke County ,50,Penn Forest Elementary,              68
2020-2021,80,Roanoke County ,60,W.E. Cundiff Elementary,             103
2020-2021,80,Roanoke County ,630,William Byrd High,             155
2020-2021,80,Roanoke County ,232,William Byrd Middle,             140
2020-2021,81,Rockbridge County ,650,Central Elementary,              82
2020-2021,81,Rockbridge County ,150,Fairfield Elementary,              31
2020-2021,81,Rockbridge County ,678,Maury River Middle School,             109
2020-2021,81,Rockbridge County ,340,Mountain View Elementary,              23
2020-2021,81,Rockbridge County ,641,Natural Bridge Elementary,              34
2020-2021,81,Rockbridge County ,22,Rockbridge County High,             112
2020-2021,82,Rockingham County ,870,Broadway High,             107
2020-2021,82,Rockingham County ,861,Cub Run Elementary,              39
2020-2021,82,Rockingham County ,391,East Rockingham High,              93
2020-2021,82,Rockingham County ,400,Elkton Elementary,              41
2020-2021,82,Rockingham County ,900,Elkton Middle,              63
2020-2021,82,Rockingham County ,940,Fulks Run Elementary,<
2020-2021,82,Rockingham County ,960,J. Frank Hillyard Middle,              83
2020-2021,82,Rockingham County ,1071,John C. Myers Elementary,              56
2020-2021,82,Rockingham County ,970,John W. Wayland Elementary,              62
2020-2021,82,Rockingham County ,500,Lacey Spring Elementary,              35
2020-2021,82,Rockingham County ,360,Linville-Edom Elementary,              15
2020-2021,82,Rockingham County ,600,McGaheysville Elementary,              25
2020-2021,82,Rockingham County ,860,Montevideo Middle,              57
2020-2021,82,Rockingham County ,520,Mountain View Elementary,              33
2020-2021,82,Rockingham County ,920,Ottobine Elementary,              22
2020-2021,82,Rockingham County ,1073,Peak View Elementary,              38
2020-2021,82,Rockingham County ,10,Plains Elementary,              43
2020-2021,82,Rockingham County ,950,Pleasant Valley Elementary,              23
2020-2021,82,Rockingham County ,390,River Bend Elementary,              66
2020-2021,82,Rockingham County ,830,South River Elementary,              27
2020-2021,82,Rockingham County ,20,Spotswood High,              91
2020-2021,82,Rockingham County ,850,Turner Ashby High,              98
2020-2021,82,Rockingham County ,890,Wilbur S. Pence Middle,              59
2020-2021,83,Russell County ,580,Belfast Elementary,              17
2020-2021,83,Russell County ,792,Castlewood Elementary,              50
2020-2021,83,Russell County ,791,Castlewood High,              55
2020-2021,83,Russell County ,820,Copper Creek Elementary,              10
2020-2021,83,Russell County ,890,Honaker Elementary,              85
2020-2021,83,Russell County ,540,Honaker High,              61
2020-2021,83,Russell County ,410,Lebanon Elementary,              47
2020-2021,83,Russell County ,140,Lebanon High,              88
2020-2021,83,Russell County ,902,Lebanon Middle,              47
2020-2021,83,Russell County ,390,Lebanon Primary,              41
2020-2021,83,Russell County ,710,Swords Creek Elementary,<
2020-2021,139,Salem City ,100,Andrew Lewis Middle,             146
2020-2021,139,Salem City ,550,East Salem Elementary,              96
2020-2021,139,Salem City ,90,G.W. Carver Elementary,              82
2020-2021,139,Salem City ,70,Salem High,             171
2020-2021,139,Salem City ,580,South Salem Elementary,              65
2020-2021,139,Salem City ,460,West Salem Elementary,              61
2020-2021,84,Scott County ,750,Duffield-Pattonsville Primary,              64
2020-2021,84,Scott County ,42,Dungannon Intermediate,              11
2020-2021,84,Scott County ,102,Fort Blackmore Primary,              19
2020-2021,84,Scott County ,770,Gate City High,              89
2020-2021,84,Scott County ,771,Gate City Middle,              53
2020-2021,84,Scott County ,670,Hilton Elementary,              34
2020-2021,84,Scott County ,220,Nickelsville Elementary,              37
2020-2021,84,Scott County ,260,Rye Cove High,              47
2020-2021,84,Scott County ,20,Rye Cove Intermediate,              32
2020-2021,84,Scott County ,641,Shoemaker Elementary,             172
2020-2021,84,Scott County ,780,Twin Springs High,              45
2020-2021,84,Scott County ,740,Weber City Elementary,              47
2020-2021,84,Scott County ,790,Yuma Elementary,              31
2020-2021,85,Shenandoah County ,820,Ashby Lee Elementary,             107
2020-2021,85,Shenandoah County ,780,Central High,             149
2020-2021,85,Shenandoah County ,40,North Fork Middle,              57
2020-2021,85,Shenandoah County ,30,Peter Muhlenberg Middle,              90
2020-2021,85,Shenandoah County ,810,Sandy Hook Elementary,              95
2020-2021,85,Shenandoah County ,50,Signal Knob Middle,              55
2020-2021,85,Shenandoah County ,790,Stonewall Jackson High,              93
2020-2021,85,Shenandoah County ,770,Strasburg High,              95
2020-2021,85,Shenandoah County ,20,W.W. Robinson Elementary,             149
2020-2021,86,Smyth County ,290,Atkins Elementary,              46
2020-2021,86,Smyth County ,730,Chilhowie Elementary,              93
2020-2021,86,Smyth County ,460,Chilhowie High,              47
2020-2021,86,Smyth County ,851,Chilhowie Middle,              33
2020-2021,86,Smyth County ,710,Marion Elementary,              52
2020-2021,86,Smyth County ,680,Marion Middle,              76
2020-2021,86,Smyth County ,700,Marion Senior High,             100
2020-2021,86,Smyth County ,250,Northwood High,              48
2020-2021,86,Smyth County ,120,Northwood Middle,              26
2020-2021,86,Smyth County ,690,Oak Point Elementary,              82
2020-2021,86,Smyth County ,720,Rich Valley Elementary,              23
2020-2021,86,Smyth County ,740,Saltville Elementary,              34
2020-2021,86,Smyth County ,555,Sugar Grove Elementary,              20
2020-2021,87,Southampton County ,710,Capron Elementary,              17
2020-2021,87,Southampton County ,20,Meherrin Elementary,              30
2020-2021,87,Southampton County ,10,Nottoway Elementary,              23
2020-2021,87,Southampton County ,780,Riverdale Elementary,              58
2020-2021,87,Southampton County ,690,Southampton High,              81
2020-2021,87,Southampton County ,700,Southampton Middle,              99
2020-2021,88,Spotsylvania County ,10,Battlefield Elementary,              74
2020-2021,88,Spotsylvania County ,50,Battlefield Middle,             123
2020-2021,88,Spotsylvania County ,340,Berkeley Elementary,              59
2020-2021,88,Spotsylvania County ,400,Brock Road Elementary,             103
2020-2021,88,Spotsylvania County ,511,Cedar Forest Elementary,             102
2020-2021,88,Spotsylvania County ,40,Chancellor Elementary,              60
2020-2021,88,Spotsylvania County ,381,Chancellor High,             170
2020-2021,88,Spotsylvania County ,382,Chancellor Middle,             113
2020-2021,88,Spotsylvania County ,501,Courthouse Road Elementary,             132
2020-2021,88,Spotsylvania County ,22,Courtland Elementary,             104
2020-2021,88,Spotsylvania County ,20,Courtland High,             187
2020-2021,88,Spotsylvania County ,509,Freedom Middle,             131
2020-2021,88,Spotsylvania County ,507,Harrison Road Elementary,              88
2020-2021,88,Spotsylvania County ,290,Henry Marsh III Elementary,<
2020-2021,88,Spotsylvania County ,30,Lee Hill Elementary,              81
2020-2021,88,Spotsylvania County ,350,Livingston Elementary,              41
2020-2021,88,Spotsylvania County ,506,Massaponax High,             239
2020-2021,88,Spotsylvania County ,505,Ni River Middle,             108
2020-2021,88,Spotsylvania County ,508,Parkside Elementary,             140
2020-2021,88,Spotsylvania County ,220,Post Oak Middle,             107
2020-2021,88,Spotsylvania County ,510,Riverbend High ,             242
2020-2021,88,Spotsylvania County ,503,Riverview Elementary,             137
2020-2021,88,Spotsylvania County ,130,Robert E. Lee Elementary,              69
2020-2021,88,Spotsylvania County ,60,Salem Elementary,              99
2020-2021,88,Spotsylvania County ,390,Smith Station Elementary,             120
2020-2021,88,Spotsylvania County ,360,Spotswood Elementary,              66
2020-2021,88,Spotsylvania County ,370,Spotsylvania High,             174
2020-2021,88,Spotsylvania County ,330,Spotsylvania Middle,             129
2020-2021,88,Spotsylvania County ,502,Thornburg Middle,              98
2020-2021,88,Spotsylvania County ,504,Wilderness Elementary,             133
2020-2021,89,Stafford County ,40,Andrew G. Wright Middle,             115
2020-2021,89,Stafford County ,260,Anne E. Moncure Elementary,              82
2020-2021,89,Stafford County ,433,Anthony Burns Elementary,              91
2020-2021,89,Stafford County ,421,Brooke Point High,             248
2020-2021,89,Stafford County ,424,Colonial Forge High,             258
2020-2021,89,Stafford County ,431,Conway Elementary,              81
2020-2021,89,Stafford County ,432,Donald B. Dixon-Lyle R. Smith Middle,             124
2020-2021,89,Stafford County ,10,Edward E. Drew Jr. Middle,              91
2020-2021,89,Stafford County ,280,Falmouth Elementary,              95
2020-2021,89,Stafford County ,230,Ferry Farm Elementary,              61
2020-2021,89,Stafford County ,41,Garrisonville Elementary,              79
2020-2021,89,Stafford County ,270,Grafton Village Elementary,              83
2020-2021,89,Stafford County ,422,H.H. Poole Middle,             124
2020-2021,89,Stafford County ,320,Hampton Oaks Elementary,              80
2020-2021,89,Stafford County ,250,Hartwood Elementary,              72
2020-2021,89,Stafford County ,427,Kate Waller Barrett Elementary,              90
2020-2021,89,Stafford County ,429,Margaret Brent Elementary ,              94
2020-2021,89,Stafford County ,430,Mountain View High ,             248
2020-2021,89,Stafford County ,30,North Stafford High,             264
2020-2021,89,Stafford County ,992,North Star Early Childhood Education Center,             112
2020-2021,89,Stafford County ,300,Park Ridge Elementary,              85
2020-2021,89,Stafford County ,920,Rising Star Early Childhood Education Center at Melchers,              80
2020-2021,89,Stafford County ,60,Rockhill Elementary,              95
2020-2021,89,Stafford County ,425,Rocky Run Elementary,             103
2020-2021,89,Stafford County ,426,Rodney E. Thompson Middle,             109
2020-2021,89,Stafford County ,440,Shirley C. Heim Middle,             133
2020-2021,89,Stafford County ,111,Stafford Elementary,              94
2020-2021,89,Stafford County ,112,Stafford Middle,             127
2020-2021,89,Stafford County ,20,Stafford Senior High,             277
2020-2021,89,Stafford County ,162,T. Benton Gayle Middle,             128
2020-2021,89,Stafford County ,50,Widewater Elementary,              69
2020-2021,89,Stafford County ,423,Winding Creek Elementary,              92
2020-2021,126,Staunton City ,40,Arthur R. Ware Elementary,              50
2020-2021,126,Staunton City ,70,Bessie Weller Elementary,              42
2020-2021,126,Staunton City ,110,Shelburne Middle,              80
2020-2021,126,Staunton City ,41,Staunton City School PreSchool Programs,              22
2020-2021,126,Staunton City ,30,Staunton High,             112
2020-2021,126,Staunton City ,90,Thomas C. McSwain Elementary,              36
2020-2021,127,Suffolk City ,50,Booker T. Washington Elementary,              31
2020-2021,127,Suffolk City ,397,Colonel Fred Cherry Middle School,              73
2020-2021,127,Suffolk City ,440,Creekside Elementary,              83
2020-2021,127,Suffolk City ,210,Elephant's Fork Elementary,              62
2020-2021,127,Suffolk City ,90,Florence Bowser Elementary,              77
2020-2021,127,Suffolk City ,390,Forest Glen Middle,              72
2020-2021,127,Suffolk City ,450,Hillpoint Elementary,              88
2020-2021,127,Suffolk City ,370,John F. Kennedy Middle,              74
2020-2021,127,Suffolk City ,380,John Yeates Middle,              43
2020-2021,127,Suffolk City ,230,Kilby Shores Elementary,              59
2020-2021,127,Suffolk City ,395,King's Fork High,             291
2020-2021,127,Suffolk City ,393,King's Fork Middle,             146
2020-2021,127,Suffolk City ,300,Lakeland High,             177
2020-2021,127,Suffolk City ,330,Mack Benn Jr. Elementary,              76
2020-2021,127,Suffolk City ,220,Nansemond Parkway Elementary,              60
2020-2021,127,Suffolk City ,240,Nansemond River High,             203
2020-2021,127,Suffolk City ,391,Northern Shores Elementary,              68
2020-2021,127,Suffolk City ,70,Oakland Elementary,              47
2020-2021,127,Suffolk City ,47,Pioneer Elementary,              45
2020-2021,90,Surry County ,30,Luther P. Jackson Middle,              42
2020-2021,90,Surry County ,10,Surry County High,              47
2020-2021,90,Surry County ,20,Surry Elementary,              48
2020-2021,91,Sussex County ,10,Southside Elementary,<
2020-2021,91,Sussex County ,483,Sussex Central Elementary,              56
2020-2021,91,Sussex County ,340,Sussex Central High,              46
2020-2021,91,Sussex County ,482,Sussex Central Middle,              41
2020-2021,91,Sussex County ,280,William A. Walton Elementary,<
2020-2021,92,Tazewell County ,1020,Abb's Valley-Boissevain Elementary,              28
2020-2021,92,Tazewell County ,830,Cedar Bluff Elementary,              48
2020-2021,92,Tazewell County ,750,Dudley Primary,              52
2020-2021,92,Tazewell County ,940,Graham High,              57
2020-2021,92,Tazewell County ,960,Graham Intermediate,              39
2020-2021,92,Tazewell County ,10,Graham Middle,              62
2020-2021,92,Tazewell County ,822,Richlands Elementary,             135
2020-2021,92,Tazewell County ,821,Richlands High,             136
2020-2021,92,Tazewell County ,823,Richlands Middle,              85
2020-2021,92,Tazewell County ,890,Tazewell High,             113
2020-2021,92,Tazewell County ,450,Tazewell Intermediate,              49
2020-2021,92,Tazewell County ,100,Tazewell Middle,              68
2020-2021,92,Tazewell County ,1030,Tazewell Primary,              79
2020-2021,128,Virginia Beach City ,590,Alanton Elementary,              81
2020-2021,128,Virginia Beach City ,550,Arrowhead Elementary,              88
2020-2021,128,Virginia Beach City ,115,Bayside 6th Grade Campus,              44
2020-2021,128,Virginia Beach City ,280,Bayside Elementary,              84
2020-2021,128,Virginia Beach City ,530,Bayside High,             254
2020-2021,128,Virginia Beach City ,700,Bayside Middle,             116
2020-2021,128,Virginia Beach City ,60,Birdneck Elementary,             125
2020-2021,128,Virginia Beach City ,790,Brandon Middle,             140
2020-2021,128,Virginia Beach City ,630,Brookwood Elementary,             102
2020-2021,128,Virginia Beach City ,40,Centerville Elementary,              85
2020-2021,128,Virginia Beach City ,990,Christopher Farms Elementary,              58
2020-2021,128,Virginia Beach City ,720,College Park Elementary,              61
2020-2021,128,Virginia Beach City ,1041,Corporate Landing Elementary,              98
2020-2021,128,Virginia Beach City ,980,Corporate Landing Middle,             164
2020-2021,128,Virginia Beach City ,230,Creeds Elementary,              25
2020-2021,128,Virginia Beach City ,106,Diamond Springs Elementary,              72
2020-2021,128,Virginia Beach City ,780,Fairfield Elementary,              62
2020-2021,128,Virginia Beach City ,610,First Colonial High,             198
2020-2021,128,Virginia Beach City ,440,Floyd Kellam High,             196
2020-2021,128,Virginia Beach City ,30,Frank W. Cox High,             206
2020-2021,128,Virginia Beach City ,870,Glenwood Elementary,             151
2020-2021,128,Virginia Beach City ,430,Great Neck Middle,             127
2020-2021,128,Virginia Beach City ,1050,Green Run Collegiate,              21
2020-2021,128,Virginia Beach City ,770,Green Run Elementary,              52
2020-2021,128,Virginia Beach City ,10,Green Run High,             228
2020-2021,128,Virginia Beach City ,540,Hermitage Elementary,              89
2020-2021,128,Virginia Beach City ,600,Holland Elementary,              73
2020-2021,128,Virginia Beach City ,740,Independence Middle,             197
2020-2021,128,Virginia Beach City ,800,Indian Lakes Elementary,              76
2020-2021,128,Virginia Beach City ,360,John B. Dey Elementary,              78
2020-2021,128,Virginia Beach City ,450,Kempsville Elementary,              80
2020-2021,128,Virginia Beach City ,620,Kempsville High,             195
2020-2021,128,Virginia Beach City ,410,Kempsville Meadows Elementary,              54
2020-2021,128,Virginia Beach City ,690,Kempsville Middle,             114
2020-2021,128,Virginia Beach City ,420,King's Grant Elementary,              70
2020-2021,128,Virginia Beach City ,580,Kingston Elementary,              32
2020-2021,128,Virginia Beach City ,932,Landstown Elementary,             117
2020-2021,128,Virginia Beach City ,1030,Landstown High,             210
2020-2021,128,Virginia Beach City ,931,Landstown Middle,             160
2020-2021,128,Virginia Beach City ,970,Larkspur Middle,             227
2020-2021,128,Virginia Beach City ,330,Linkhorn Park Elementary,              63
2020-2021,128,Virginia Beach City ,460,Luxford Elementary,              65
2020-2021,128,Virginia Beach City ,520,Lynnhaven Elementary,              57
2020-2021,128,Virginia Beach City ,730,Lynnhaven Middle,             147
2020-2021,128,Virginia Beach City ,500,Malibu Elementary,              68
2020-2021,128,Virginia Beach City ,1020,New Castle Elementary,              83
2020-2021,128,Virginia Beach City ,710,Newtown Elementary,              54
2020-2021,128,Virginia Beach City ,760,North Landing Elementary,              39
2020-2021,128,Virginia Beach City ,880,Ocean Lakes Elementary,              72
2020-2021,128,Virginia Beach City ,960,Ocean Lakes High,             227
2020-2021,128,Virginia Beach City ,80,Old Donation School,              13
2020-2021,128,Virginia Beach City ,820,Parkway Elementary,              51
2020-2021,128,Virginia Beach City ,490,Pembroke Elementary,             134
2020-2021,128,Virginia Beach City ,660,Pembroke Meadows Elementary,              55
2020-2021,128,Virginia Beach City ,640,Plaza Middle,             109
2020-2021,128,Virginia Beach City ,680,Point O' View Elementary,              94
2020-2021,128,Virginia Beach City ,340,Princess Anne Elementary,              84
2020-2021,128,Virginia Beach City ,321,Princess Anne High,             233
2020-2021,128,Virginia Beach City ,750,Princess Anne Middle,             146
2020-2021,128,Virginia Beach City ,692,Providence Elementary,              63
2020-2021,128,Virginia Beach City ,900,Red Mill Elementary,              73
2020-2021,128,Virginia Beach City ,810,Rosemont Elementary,              61
2020-2021,128,Virginia Beach City ,840,Rosemont Forest Elementary,              47
2020-2021,128,Virginia Beach City ,830,Salem Elementary,              54
2020-2021,128,Virginia Beach City ,850,Salem High,             180
2020-2021,128,Virginia Beach City ,50,Salem Middle,             137
2020-2021,128,Virginia Beach City ,290,Seatack Elementary an Achievable Dream Academy,              37
2020-2021,128,Virginia Beach City ,300,Shelton Park Elementary,              71
2020-2021,128,Virginia Beach City ,940,Strawbridge Elementary,              52
2020-2021,128,Virginia Beach City ,910,Tallwood Elementary,              73
2020-2021,128,Virginia Beach City ,920,Tallwood High,             241
2020-2021,128,Virginia Beach City ,350,Thalia Elementary,              50
2020-2021,128,Virginia Beach City ,400,Thoroughgood Elementary,              53
2020-2021,128,Virginia Beach City ,100,Three Oaks Elementary,              66
2020-2021,128,Virginia Beach City ,510,Trantwood Elementary,              61
2020-2021,128,Virginia Beach City ,140,Virginia Beach Middle,              79
2020-2021,128,Virginia Beach City ,130,W.T. Cooke Elementary,              40
2020-2021,128,Virginia Beach City ,20,White Oaks Elementary,             111
2020-2021,128,Virginia Beach City ,470,Williams Elementary,              79
2020-2021,128,Virginia Beach City ,670,Windsor Oaks Elementary,              69
2020-2021,128,Virginia Beach City ,560,Windsor Woods Elementary,              82
2020-2021,128,Virginia Beach City ,390,Woodstock Elementary,              84
2020-2021,93,Warren County ,90,A.S. Rhodes Elementary,              11
2020-2021,93,Warren County ,140,E. Wilson Morrison Elementary,              54
2020-2021,93,Warren County ,371,Hilda J. Barbour Elementary,              55
2020-2021,93,Warren County ,20,Leslie Fox Keyser Elementary,              77
2020-2021,93,Warren County ,240,Ressie Jeffries Elementary,              66
2020-2021,93,Warren County ,250,Skyline High,             107
2020-2021,93,Warren County ,260,Skyline Middle School,              80
2020-2021,93,Warren County ,230,Warren County High,             121
2020-2021,93,Warren County ,280,Warren County Middle School,              74
2020-2021,94,Washington County ,1080,Abingdon Elementary,              89
2020-2021,94,Washington County ,1030,Abingdon High,             141
2020-2021,94,Washington County ,40,Damascus Middle,              34
2020-2021,94,Washington County ,1110,E.B. Stanley Middle,             113
2020-2021,94,Washington County ,1090,Glade Spring Middle,              57
2020-2021,94,Washington County ,260,Greendale Elementary,              53
2020-2021,94,Washington County ,1070,High Point Elementary,              61
2020-2021,94,Washington County ,1060,Holston High,              50
2020-2021,94,Washington County ,1040,John S. Battle High,              86
2020-2021,94,Washington County ,20,Meadowview Elementary,             111
2020-2021,94,Washington County ,1050,Patrick Henry High,              70
2020-2021,94,Washington County ,50,Rhea Valley Elementary,              76
